,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
21429,0,0,4.2,619,8,13,367,500,5004
21430,0,0,2.7,77,49,62,1231,500,5004
21431,0,0,4.0,102,66,20,519,550,5004
21432,0,0,4.0,54,15,62,1108,400,5004
21433,0,0,3.9,82,51,20,600,450,5004
21434,0,0,3.7,96,12,62,815,500,5004
21435,0,0,3.7,62,15,62,815,200,5004
21436,0,0,3.9,135,76,20,980,800,5004
21437,1,0,4.3,1135,27,13,436,800,1033
21438,0,0,3.0,108,49,20,1300,800,5004
21439,0,0,3.7,145,66,22,569,1000,5004
21440,0,0,3.9,122,8,20,1012,500,5004
21441,0,1,3.9,158,15,20,1442,1100,5004
21442,0,0,4.2,222,76,30,947,200,5004
21443,0,1,3.6,279,76,21,55,800,5004
21444,0,0,3.9,42,8,20,615,500,5004
21445,0,0,2.9,46,73,20,1598,550,5004
21446,0,0,4.1,399,74,62,1174,300,5004
21447,0,0,3.4,8,8,62,1152,450,5004
21448,0,0,3.4,10,49,62,1205,350,5004
21449,0,0,3.4,27,49,62,1367,300,5004
21450,0,0,3.0,53,12,62,1593,250,5004
21451,1,0,3.8,159,27,20,606,1300,5004
21452,0,0,4.1,121,66,20,1192,600,5004
21453,0,0,3.7,68,8,20,1583,500,5004
21454,1,0,2.9,48,78,3,185,400,5004
21455,0,0,3.5,140,12,20,1152,600,5004
21456,1,1,3.8,200,49,20,978,1600,5004
21457,1,1,4.0,189,74,21,1357,1300,4065
21458,0,0,3.9,436,20,20,1136,550,5004
21459,1,1,4.2,2859,65,22,1006,800,678
21460,0,1,4.3,497,65,54,1120,2000,5004
21461,0,0,4.4,1916,65,30,954,400,5004
21462,1,0,3.9,88,65,35,772,400,3948
21463,0,0,4.0,100,65,30,952,150,5004
21464,1,0,4.4,638,65,30,952,400,4516
21465,1,0,4.0,49,65,29,179,500,1595
21466,1,0,3.8,113,65,30,767,500,2263
21467,1,0,3.8,82,65,30,771,350,504
21468,0,0,3.9,51,65,30,173,600,5004
21469,1,1,4.2,525,73,20,1126,800,3871
21470,0,1,4.1,1750,12,13,384,1000,5004
21471,1,0,4.4,1115,48,1,177,600,901
21472,1,0,4.0,1087,8,66,780,550,217
21473,0,0,4.5,236,66,30,788,1250,5004
21474,1,0,4.9,1749,8,30,765,400,5004
21475,0,0,4.3,526,48,1,1500,1400,5004
21476,1,0,4.1,48,12,30,787,300,5004
21477,1,0,4.1,119,66,13,167,700,5004
21478,0,0,4.0,1469,49,33,786,450,5004
21479,1,0,4.4,69,48,62,787,300,5004
21480,0,0,4.3,184,12,30,787,500,5004
21481,1,1,4.1,302,66,20,911,1000,5004
21482,1,0,4.2,121,49,14,348,500,5004
21483,1,0,4.5,222,8,41,771,450,5004
21484,0,0,3.6,55,66,3,186,300,5004
21485,1,0,4.2,123,76,30,787,400,5004
21486,1,0,4.2,233,48,2,192,300,5004
21487,0,0,4.0,79,49,30,765,800,5004
21488,1,0,3.9,65,8,63,817,250,5004
21489,1,0,3.9,148,8,41,180,450,5004
21490,0,0,3.9,91,48,11,213,400,5004
21491,1,0,4.1,67,49,30,765,900,5004
21492,1,0,3.9,62,73,9,214,150,3180
21493,1,0,4.0,68,12,30,765,250,5004
21494,1,0,4.2,132,8,30,945,180,5004
21495,1,0,3.9,104,8,70,1117,400,5004
21496,0,0,4.2,222,76,30,947,200,5004
21497,1,0,4.0,47,66,30,771,300,5004
21498,0,0,3.4,27,49,62,1367,300,5004
21499,1,0,4.0,94,8,30,787,300,222
21500,1,1,4.6,4841,15,59,1454,1300,2735
21501,1,0,4.3,658,15,17,425,750,4959
21502,0,0,4.0,38,81,17,427,1100,5004
21503,0,0,3.4,225,14,62,1636,300,5004
21504,0,1,4.1,126,78,20,642,2000,5004
21505,1,0,4.2,444,78,14,480,700,5004
21506,1,0,4.1,80,14,64,862,350,3227
21507,0,0,4.0,187,14,62,1113,400,5004
21508,1,0,3.8,59,14,69,851,300,5004
21509,1,0,4.1,34,15,30,785,300,5004
21510,1,0,2.9,48,78,3,185,400,5004
21511,0,1,4.3,497,65,54,1120,2000,5004
21512,0,0,4.6,4119,65,54,645,1500,5004
21513,0,0,4.3,1817,65,20,42,800,5004
21514,0,1,4.5,682,65,37,1082,3500,5004
21515,0,1,4.3,2246,65,55,692,1700,5004
21516,1,1,4.2,2872,65,22,1006,800,5004
21517,0,1,4.3,678,65,20,1009,2000,5004
21518,1,0,4.3,2177,65,20,237,600,5004
21519,0,1,4.4,229,65,5,123,1200,5004
21520,1,1,4.1,866,65,20,1530,1400,5004
21521,0,0,4.3,1195,65,20,519,550,5004
21522,0,1,4.2,484,65,46,876,3000,5004
21523,0,0,4.1,1015,65,20,1227,500,5004
21524,0,0,4.3,79,65,13,478,400,5004
21525,0,1,4.3,620,65,37,1322,3400,5004
21526,0,1,4.1,105,65,57,662,1000,5004
21527,0,0,4.1,803,65,20,1372,800,5004
21528,0,1,4.2,275,65,38,1152,4000,5004
21529,0,0,4.0,519,65,4,1231,1000,5004
21530,0,1,3.9,312,65,37,1343,2000,5004
21531,0,1,4.3,432,65,38,519,3500,5004
21532,1,0,4.0,363,65,20,608,1000,1376
21533,1,0,3.9,367,65,20,1259,800,5004
21534,1,0,4.1,54,65,20,927,550,5004
21535,0,0,4.0,228,65,20,1431,700,5004
21536,0,0,3.7,298,65,57,1292,1000,5004
21537,0,1,4.0,94,65,46,876,2000,5004
21538,1,0,3.6,123,65,13,360,600,214
21539,0,1,3.9,107,65,20,1152,1900,5004
21540,1,0,4.0,135,65,12,819,250,5004
21541,0,0,4.0,210,65,20,556,500,5004
21542,0,0,2.3,48,65,20,1046,600,5004
21543,1,0,4.0,67,65,62,1589,300,5004
21544,1,0,3.8,106,65,62,1557,200,5004
21545,1,0,3.6,79,65,62,1548,500,5004
21546,1,0,3.9,458,65,62,268,400,3558
21547,1,0,3.9,253,65,62,1186,500,834
21548,0,0,3.8,41,65,62,208,100,5004
21549,1,0,3.8,113,65,30,767,500,5004
21550,0,1,4.4,4614,49,46,154,1700,5004
21551,0,1,4.5,2219,66,20,1099,1800,5004
21552,1,1,4.2,4752,12,20,1202,1500,5004
21553,1,1,4.3,3152,49,20,1412,1500,5004
21554,0,1,4.2,3140,48,46,622,2500,5004
21555,0,1,4.5,8419,8,61,11,2000,5004
21556,0,1,4.4,895,48,37,146,3000,5004
21557,0,1,4.4,2143,48,37,1310,2200,5004
21558,1,1,4.4,2245,48,39,1010,3000,5004
21559,0,1,4.6,2372,49,37,523,2800,5004
21560,0,0,4.2,1364,66,20,284,700,5004
21561,0,0,4.5,1610,8,21,1543,1500,5004
21562,0,0,4.6,2295,12,13,493,1100,5004
21563,1,1,3.9,1943,49,20,1659,2100,5004
21564,0,1,4.5,403,8,54,137,1500,5004
21565,0,0,4.4,2435,48,25,1120,1500,5004
21566,1,1,4.1,2180,8,27,537,2000,5004
21567,0,0,4.6,988,49,37,1650,3000,5004
21568,0,1,4.5,5290,76,21,5,2500,5004
21569,1,1,4.5,1258,76,21,144,1700,5004
21570,1,0,4.3,7584,12,46,32,1500,5004
21571,0,1,4.4,2055,48,21,924,1200,5004
21572,1,1,4.5,1142,12,21,206,1200,5004
21573,1,1,4.4,3727,48,23,1460,1300,5004
21574,0,1,4.6,1095,66,20,800,1500,5004
21575,0,0,4.2,650,76,60,669,1300,5004
21576,0,1,4.1,1343,48,21,808,2100,5004
21577,1,1,4.2,2747,49,13,404,1200,5004
21578,0,1,4.1,2051,27,20,1371,1600,5004
21579,1,1,4.2,525,73,20,1126,800,5004
21580,1,1,4.3,3498,48,61,644,1700,5004
21581,1,0,4.6,2521,48,20,807,1600,5004
21582,0,1,4.1,193,12,20,1576,1000,5004
21583,0,1,4.3,772,48,40,1407,3000,5004
21584,0,1,4.2,1472,49,60,665,1500,5004
21585,1,1,4.3,2053,49,20,1623,1500,5004
21586,0,0,3.8,2332,76,20,1587,700,5004
21587,0,0,4.3,1051,48,46,1110,1500,5004
21588,0,1,4.3,611,27,21,147,2500,5004
21589,1,1,4.2,2938,12,20,966,1000,5004
21590,1,1,3.9,1377,49,37,1152,2100,5004
21591,1,1,4.4,502,76,5,1120,1900,5004
21592,0,1,4.4,1211,8,20,1064,1100,5004
21593,0,1,4.3,2741,8,5,716,1300,5004
21594,1,1,4.5,1431,12,21,519,1700,5004
21595,0,1,4.6,1439,48,37,1619,2200,5004
21596,1,1,4.3,772,48,20,1490,1400,5004
21597,1,1,4.4,1854,48,20,1005,1500,5004
21598,0,0,4.5,3599,76,13,336,900,5004
21599,1,1,4.4,726,49,22,8,1700,5004
21600,0,0,4.3,1749,12,46,709,1300,5004
21601,0,1,4.1,1750,12,13,384,1000,5004
21602,0,1,4.4,152,48,21,1221,1000,5004
21603,0,0,4.4,2652,12,13,330,600,5004
21604,0,1,4.3,689,66,37,803,2500,5004
21605,0,1,4.3,537,73,20,1009,1400,5004
21606,1,0,3.9,376,49,70,1117,200,5004
21607,0,1,4.4,314,49,20,961,1500,5004
21608,0,1,4.4,578,48,37,961,4000,5004
21609,1,0,4.4,2162,8,20,1398,750,5004
21610,0,1,4.2,263,8,57,30,1500,5004
21611,0,0,4.3,698,49,37,810,3000,5004
21612,0,1,3.9,54,49,20,165,1500,5004
21613,0,1,4.2,341,48,21,1371,1000,5004
21614,0,0,4.3,2282,12,5,883,1100,5004
21615,1,0,4.0,787,12,20,41,650,5004
21616,0,1,4.3,301,76,5,1100,1200,5004
21617,0,1,4.1,568,49,22,1345,2500,5004
21618,0,0,4.3,469,48,25,171,1500,5004
21619,0,1,4.2,2080,48,20,805,1500,5004
21620,0,1,4.4,198,49,37,1096,2000,5004
21621,0,1,4.2,226,49,60,688,1000,5004
21622,1,1,4.2,2290,76,21,813,1400,5004
21623,0,0,4.3,699,48,20,1654,1500,5004
21624,0,0,4.2,1354,12,57,695,1100,5004
21625,1,1,4.3,512,48,21,556,1300,5004
21626,1,0,4.2,3581,12,13,457,650,5004
21627,1,1,4.3,972,12,13,383,750,5004
21628,1,1,4.4,219,76,20,1525,850,5004
21629,1,1,4.5,875,49,20,155,1800,5004
21630,1,1,4.0,940,12,21,21,1000,5004
21631,1,0,4.0,57,8,20,1015,1500,5004
21632,1,1,4.4,725,66,20,1086,1000,5004
21633,0,1,4.4,136,66,20,519,1200,5004
21634,0,0,4.0,53,66,37,141,2000,5004
21635,1,1,4.2,861,12,20,1530,1400,5004
21636,0,1,4.3,365,66,37,1371,3500,5004
21637,1,1,4.2,82,8,20,1537,700,5004
21638,1,1,4.2,415,8,5,890,1600,5004
21639,1,0,4.1,1136,8,20,14,1500,5004
21640,0,1,3.9,685,12,21,1555,1200,5004
21641,0,0,4.1,4448,8,26,12,1200,5004
21642,0,1,4.2,551,49,26,1400,1500,5004
21643,0,1,4.3,331,66,20,1275,1200,5004
21644,0,1,4.3,237,66,37,1009,4000,5004
21645,1,0,4.1,119,66,13,167,700,5004
21646,0,1,4.0,184,12,20,1152,1300,5004
21647,1,1,4.2,354,66,20,1545,1200,5004
21648,0,1,4.0,930,8,20,1487,800,5004
21649,1,1,4.1,463,12,20,1152,600,5004
21650,0,1,4.1,560,8,60,876,1100,5004
21651,0,0,3.9,952,8,57,1192,1100,5004
21652,0,0,4.3,797,12,16,451,900,5004
21653,1,0,4.1,1222,8,4,661,2000,5004
21654,1,1,4.2,570,73,20,568,1200,5004
21655,1,0,4.0,167,66,21,1152,1700,5004
21656,1,1,4.3,1055,48,20,977,1600,5004
21657,1,0,4.3,335,12,20,1371,800,5004
21658,1,1,4.4,232,49,5,120,2000,5004
21659,0,1,4.3,457,49,37,556,3000,5004
21660,0,0,4.2,38,66,4,895,2000,5004
21661,0,0,4.1,1546,48,57,758,1200,5004
21662,1,0,4.0,114,49,20,968,1000,5004
21663,1,0,4.1,488,12,13,343,700,5004
21664,0,0,4.3,544,12,20,1149,800,5004
21665,1,0,2.9,111,73,20,616,500,5004
21666,0,1,4.1,612,49,27,622,2800,5004
21667,0,1,4.4,185,48,21,1009,1800,5004
21668,1,0,3.9,207,76,20,1231,650,5004
21669,0,0,3.8,623,49,46,1250,3000,5004
21670,0,1,3.9,305,73,13,453,750,5004
21671,1,0,3.7,97,27,16,371,650,5004
21672,0,1,4.1,338,49,21,1046,1800,5004
21673,1,0,3.9,227,12,20,1338,950,5004
21674,0,1,4.2,178,66,37,622,3000,5004
21675,1,0,4.2,1773,76,20,623,750,5004
21676,0,0,4.2,619,8,13,367,500,5004
21677,1,0,3.8,390,8,20,1470,750,5004
21678,0,0,2.0,398,8,46,876,1500,5004
21679,1,1,4.1,302,66,20,911,1000,5004
21680,0,1,4.0,752,12,57,884,1100,5004
21681,1,0,4.2,121,49,14,348,500,5004
21682,0,0,3.9,190,76,4,876,600,5004
21683,1,0,3.7,281,8,20,1268,800,5004
21684,1,1,3.8,203,66,20,1254,1200,5004
21685,0,0,2.6,408,49,57,1192,1000,5004
21686,1,0,4.3,131,8,20,1650,700,5004
21687,0,0,4.2,703,76,62,1543,300,5004
21688,1,0,3.8,159,27,20,606,1300,5004
21689,0,0,3.9,235,47,5,992,1000,5004
21690,1,0,3.7,84,73,20,1192,500,5004
21691,1,1,3.8,200,49,20,978,1600,5004
21692,1,0,2.9,75,73,20,1152,500,5004
21693,0,1,4.1,274,49,37,990,3000,5004
21694,0,1,3.8,98,48,14,351,1000,5004
21695,1,0,4.1,119,66,20,638,1000,5004
21696,1,1,3.3,60,76,62,854,400,5004
21697,0,0,4.0,102,66,20,519,550,5004
21698,0,0,4.0,105,48,19,469,1200,5004
21699,1,0,3.8,74,8,13,341,650,5004
21700,0,0,3.1,122,48,21,1300,1200,5004
21701,0,0,2.8,255,27,20,1192,1000,5004
21702,1,0,2.9,50,8,62,1585,350,5004
21703,1,0,3.9,185,73,20,1595,400,5004
21704,0,1,4.0,197,49,47,1364,3000,5004
21705,0,1,3.8,73,73,4,721,1200,5004
21706,0,0,4.1,116,49,37,33,3000,5004
21707,0,0,4.0,166,8,62,615,400,5004
21708,1,0,3.7,70,12,10,509,500,5004
21709,0,0,3.5,56,48,21,152,1800,5004
21710,0,0,3.9,73,48,46,1617,2500,5004
21711,0,0,2.8,132,8,20,1436,650,5004
21712,0,0,3.9,135,76,20,980,800,5004
21713,0,0,4.1,171,49,37,519,2500,5004
21714,1,0,2.6,313,73,20,1141,700,5004
21715,0,0,3.9,90,76,20,1389,1400,5004
21716,1,0,4.3,1135,27,13,436,800,5004
21717,1,0,3.6,118,66,20,519,500,5004
21718,0,1,3.9,317,49,13,402,800,5004
21719,0,0,3.7,53,66,20,1587,600,5004
21720,1,0,3.8,266,66,20,602,850,5004
21721,0,1,4.0,1025,8,20,1391,700,5004
21722,1,0,3.3,262,73,20,1192,500,5004
21723,0,0,3.0,108,49,20,1300,800,5004
21724,0,0,3.7,145,66,22,569,1000,5004
21725,0,0,3.9,122,8,20,1012,500,5004
21726,1,1,3.9,94,8,21,1143,1300,5004
21727,0,1,4.2,264,49,21,1657,1500,5004
21728,0,1,3.9,105,8,20,583,1000,5004
21729,0,0,3.7,57,76,20,1192,700,5004
21730,0,0,3.8,67,66,20,1543,500,5004
21731,0,1,4.3,165,66,37,1005,3000,5004
21732,0,0,3.7,125,8,20,556,600,5004
21733,0,0,3.8,151,12,20,622,800,5004
21734,0,0,3.5,140,12,20,1152,600,5004
21735,0,0,3.7,68,8,20,1583,500,5004
21736,0,1,3.6,279,76,21,55,800,5004
21737,0,0,1.8,225,12,20,1300,1200,5004
21738,0,0,3.9,42,8,20,615,500,5004
21739,0,0,2.9,46,73,20,1598,550,5004
21740,1,1,3.8,197,76,20,272,800,5004
21741,0,0,3.9,119,27,21,1533,800,5004
21742,0,0,3.8,52,66,20,1310,1200,5004
21743,0,0,3.4,10,49,62,1205,350,5004
21744,0,0,2.3,118,66,20,600,650,5004
21745,1,0,3.9,218,8,20,1477,800,5004
21746,0,0,3.8,217,48,20,972,2000,5004
21747,1,0,3.8,263,49,13,330,700,5004
21748,1,0,3.6,52,12,20,1230,600,5004
21749,0,0,3.7,82,49,37,961,2500,5004
21750,0,0,3.6,104,8,13,402,800,5004
21751,0,0,4.1,121,66,20,1192,600,5004
21752,1,1,2.2,409,49,20,1105,1000,5004
21753,1,0,4.4,1115,48,1,177,600,5004
21754,1,0,4.0,1087,8,66,780,550,5004
21755,1,0,4.0,872,48,62,1604,400,5004
21756,0,0,4.4,181,66,62,1028,250,5004
21757,1,0,4.4,232,49,62,317,700,5004
21758,0,0,4.2,366,66,62,1177,400,5004
21759,0,0,3.9,85,12,62,519,500,5004
21760,0,0,4.0,1223,12,62,1543,200,5004
21761,1,0,4.1,48,12,30,787,300,5004
21762,0,0,4.1,274,66,62,1543,150,5004
21763,0,0,4.0,1469,49,33,786,450,5004
21764,1,1,4.1,121,12,62,926,300,5004
21765,1,0,4.2,288,76,62,320,500,5004
21766,0,0,4.0,109,66,62,77,300,5004
21767,1,0,4.1,161,76,62,1447,300,5004
21768,1,0,4.0,101,76,62,1019,150,5004
21769,0,0,4.0,90,27,62,1564,300,5004
21770,1,0,3.8,201,8,62,320,450,5004
21771,0,0,2.7,77,49,62,1231,500,5004
21772,0,0,3.6,55,66,3,186,300,5004
21773,1,0,4.0,790,66,62,89,400,5004
21774,1,0,3.9,113,73,62,859,250,5004
21775,1,0,3.9,121,49,62,1470,400,5004
21776,1,0,3.9,65,8,63,817,250,5004
21777,0,0,3.2,58,48,62,1527,350,5004
21778,0,0,4.1,343,8,62,1665,300,5004
21779,1,0,3.9,56,76,62,254,400,5004
21780,1,0,3.9,119,49,62,320,500,5004
21781,0,0,3.7,96,12,62,815,500,5004
21782,1,0,3.6,125,8,43,1666,400,5004
21783,0,0,3.9,76,49,62,1543,200,5004
21784,0,0,2.8,64,8,62,933,500,5004
21785,1,0,3.4,64,12,62,264,400,5004
21786,1,0,3.0,165,12,62,823,350,5004
21787,1,0,3.8,169,73,62,1412,250,5004
21788,0,0,3.4,60,12,62,1593,250,5004
21789,1,0,4.2,93,8,62,1557,300,5004
21790,0,0,3.7,163,76,62,233,300,5004
21791,0,0,3.4,8,8,62,1152,450,5004
21792,1,0,3.6,91,8,41,321,600,5004
21793,1,1,4.6,4841,15,59,1454,1300,5004
21794,0,1,4.3,166,78,37,17,2800,5004
21795,0,1,4.2,145,78,37,984,2500,5004
21796,0,1,4.4,1086,78,20,1321,1600,5004
21797,1,1,4.1,637,15,20,46,1100,5004
21798,1,1,4.5,1648,15,20,1004,1300,5004
21799,0,0,4.1,493,61,20,1583,600,5004
21800,1,0,3.9,120,78,20,511,600,5004
21801,1,0,4.0,1106,78,20,1046,1300,5004
21802,1,1,4.2,986,78,21,910,1000,5004
21803,1,0,4.3,658,15,17,425,750,5004
21804,0,0,4.0,38,81,17,427,1100,5004
21805,1,0,4.3,860,78,20,1651,1800,5004
21806,0,1,4.2,83,78,37,1011,3000,5004
21807,0,0,4.3,167,78,13,497,750,5004
21808,0,1,4.1,329,15,46,1393,1300,5004
21809,1,1,4.2,476,15,20,1268,1700,5004
21810,0,0,3.9,173,74,20,1192,500,5004
21811,1,0,4.2,402,15,20,542,600,5004
21812,1,1,4.1,774,78,21,28,1200,5004
21813,1,1,4.2,864,15,22,657,1000,5004
21814,1,0,4.3,911,78,20,1009,2000,5004
21815,1,0,4.2,745,15,13,404,750,5004
21816,0,1,3.7,57,78,37,1152,3000,5004
21817,1,1,4.0,189,74,21,1357,1300,5004
21818,1,0,4.0,180,78,20,234,750,5004
21819,1,0,4.2,182,14,20,1147,800,5004
21820,0,1,4.1,126,78,20,642,2000,5004
21821,1,1,4.0,380,15,20,1239,850,5004
21822,1,0,3.7,162,15,20,602,700,5004
21823,1,0,4.0,111,74,20,1254,700,5004
21824,1,0,3.4,207,15,20,522,600,5004
21825,0,0,4.1,405,15,20,1374,750,5004
21826,1,0,3.7,111,74,20,1132,700,5004
21827,1,1,3.8,91,15,20,1425,1800,5004
21828,0,0,3.4,225,14,62,1636,300,5004
21829,0,1,3.8,110,61,20,1566,1600,5004
21830,1,0,3.9,116,78,62,1152,150,5004
21831,0,0,3.7,45,61,20,600,900,5004
21832,0,0,3.6,62,74,20,1419,450,5004
21833,0,1,4.0,141,85,4,897,1000,5004
21834,0,0,4.0,109,15,62,1076,400,5004
21835,0,0,3.9,82,51,20,600,450,5004
21836,1,0,3.8,59,14,69,851,300,5004
21837,0,0,4.3,205,51,62,1543,150,5004
21838,0,1,3.7,64,4,4,876,2200,5004
21839,1,0,3.8,33,78,62,1547,200,5004
21840,0,0,4.5,207,13,62,1543,200,5004
21841,1,0,2.8,303,14,20,233,500,5004
21842,1,0,3.8,75,85,20,670,1000,5004
21843,0,1,4.1,100,78,46,885,2400,5004
21844,0,0,3.9,77,14,62,1543,150,5004
21845,1,0,4.1,80,14,64,862,350,5004
21846,0,0,3.0,33,14,62,1559,400,5004
21847,0,0,3.3,42,13,62,1613,400,5004
21848,0,0,4.0,54,15,62,1108,400,5004
21849,0,0,4.2,116,78,22,1070,1000,5004
21850,0,0,3.8,99,78,13,418,600,5004
21851,1,0,3.9,157,85,20,1192,450,5004
21852,0,1,3.9,158,15,20,1442,1100,5004
21853,1,0,3.5,47,85,20,1543,450,5004
21854,1,0,3.4,48,78,62,1152,300,5004
21855,0,0,3.7,32,14,20,1331,800,5004
21856,0,0,3.8,52,85,62,1543,150,5004
21857,0,0,4.1,399,74,62,1174,300,5004
21858,0,0,3.8,38,14,62,529,300,5004
21859,1,0,3.9,147,15,62,1472,600,5004
21860,0,1,4.3,502,65,54,1120,2000,5004
21861,0,1,4.4,4616,49,46,154,1700,5004
21862,0,1,4.4,409,8,54,137,1500,5004
21863,0,0,4.6,4048,65,54,645,1500,5004
21864,0,1,4.3,2240,65,55,692,1700,5004
21865,0,1,4.4,232,65,5,123,1200,5004
21866,0,1,4.2,479,65,46,876,3000,5004
21867,0,1,4.1,104,65,57,662,1000,5004
21868,0,0,4.0,521,65,4,1231,1000,5004
21869,0,0,3.7,298,65,57,1292,1000,5004
21870,0,0,4.0,95,65,46,876,2000,5004
21871,0,1,4.2,3140,48,46,622,2500,5004
21872,0,1,4.4,895,48,37,146,3000,5004
21873,1,1,4.4,2247,48,39,1010,3000,5004
21874,0,0,4.5,1611,8,21,1543,1500,5004
21875,0,1,4.4,409,8,54,137,1500,5004
21876,1,1,4.1,2181,8,27,537,2000,5004
21877,0,0,4.4,2435,48,25,1120,1500,5004
21878,0,1,4.5,5294,76,21,5,2500,5004
21879,1,1,4.5,1260,76,21,144,1700,5004
21880,0,1,4.4,2055,48,21,924,1200,5004
21881,1,1,4.4,3730,48,23,1460,1300,5004
21882,0,0,4.2,651,76,60,669,1300,5004
21883,1,1,4.3,3498,48,61,644,1700,5004
21884,0,1,4.2,1476,49,60,665,1500,5004
21885,0,0,4.3,1052,48,46,1110,1500,5004
21886,0,1,4.3,612,27,21,147,2500,5004
21887,1,1,4.4,504,76,5,1120,1900,5004
21888,0,1,4.3,2749,8,5,716,1300,5004
21889,0,0,4.3,1749,12,46,709,1300,5004
21890,0,1,4.4,152,48,21,1221,1000,5004
21891,0,1,4.2,265,8,57,30,1500,5004
21892,0,0,4.3,2286,12,5,883,1100,5004
21893,0,1,4.3,301,76,5,1100,1200,5004
21894,0,1,4.2,228,49,60,688,1000,5004
21895,1,1,4.2,2292,76,21,813,1400,5004
21896,0,0,4.2,1359,12,57,695,1100,5004
21897,1,1,4.0,941,12,21,21,1000,5004
21898,1,1,4.2,416,8,5,890,1600,5004
21899,0,1,3.9,685,12,21,1555,1200,5004
21900,0,0,4.2,2034,73,26,25,1200,5004
21901,0,1,4.2,551,49,26,1400,1500,5004
21902,0,1,4.1,559,8,60,876,1100,5004
21903,0,0,3.9,952,8,57,1192,1100,5004
21904,1,0,4.1,1221,8,4,661,2000,5004
21905,0,0,4.2,38,66,4,895,2000,5004
21906,0,0,4.1,1546,48,57,758,1200,5004
21907,0,1,4.1,612,49,27,622,2800,5004
21908,0,0,3.8,625,49,46,1250,3000,5004
21909,0,0,2.0,402,8,46,876,1500,5004
21910,0,1,4.0,752,12,57,884,1100,5004
21911,0,0,3.9,190,76,4,876,600,5004
21912,0,0,2.6,409,49,57,1192,1000,5004
21913,0,0,3.9,235,47,5,992,1000,5004
21914,0,1,4.0,196,49,47,1364,3000,5004
21915,0,1,3.8,73,73,4,721,1200,5004
21916,0,0,3.9,73,48,46,1617,2500,5004
21917,0,1,4.2,264,49,21,1657,1500,5004
21918,1,1,4.7,4845,15,59,1454,1300,5004
21919,0,1,4.1,329,15,46,1393,1300,5004
21920,0,1,4.0,140,85,4,897,1000,5004
21921,0,1,3.7,64,4,4,876,2200,5004
21922,0,1,4.1,100,78,46,885,2400,5004
21923,1,1,4.4,1476,71,54,892,1500,5004
21924,0,1,4.1,282,6,20,153,2000,5004
21925,1,1,4.3,4139,71,21,1523,1400,5004
21926,0,1,4.7,1018,71,20,811,1600,5004
21927,1,1,4.2,1060,71,20,128,1300,5004
21928,0,1,4.5,200,71,5,907,1800,5004
21929,0,0,3.9,1228,71,20,1359,1100,5004
21930,1,1,4.3,733,71,20,998,1500,5004
21931,1,1,4.0,977,71,57,667,1500,5004
21932,1,0,4.2,774,71,20,1490,500,5004
21933,0,0,3.0,197,71,20,1192,700,5004
21934,0,1,3.9,52,71,46,764,1900,5004
21935,0,1,4.0,3056,6,20,1394,1000,5004
21936,1,1,4.4,2232,6,5,1223,1400,5004
21937,0,1,3.9,291,6,20,1436,1500,5004
21938,1,0,4.0,468,6,20,1152,1200,5004
21939,0,1,4.3,766,53,37,739,2500,5004
21940,1,1,3.9,406,6,4,280,1500,5004
21941,0,1,3.6,259,6,46,1393,1500,5004
21942,1,1,4.1,1696,6,21,1152,1100,5004
21943,1,1,3.7,37,6,20,587,1500,5004
21944,0,0,3.0,120,6,20,1341,1000,5004
21945,0,0,3.5,95,6,20,554,700,5004
21946,0,0,3.0,155,6,20,1177,800,5004
21947,1,0,4.3,591,71,33,951,500,5004
21948,1,0,4.3,901,71,62,848,600,5004
21949,1,0,4.3,160,71,13,471,800,5004
21950,1,0,3.9,66,71,17,431,600,5004
21951,1,0,4.0,138,71,13,330,500,5004
21952,1,0,4.0,34,71,13,495,200,402
21953,1,0,3.6,44,71,13,415,600,5004
21954,1,0,4.2,510,71,13,409,800,5004
21955,1,0,4.0,109,6,13,448,400,4771
21956,1,0,3.6,136,6,3,190,600,2069
21957,0,0,3.7,47,6,13,330,500,5004
21958,1,1,4.0,348,6,13,372,1000,5004
21959,1,0,3.4,425,53,62,1192,400,5004
21960,1,0,3.9,150,6,20,1182,650,69
21961,1,0,4.2,170,6,72,1388,500,5004
21962,1,0,3.3,120,17,29,637,450,5004
21963,1,0,3.8,244,6,62,1593,200,2685
21964,1,0,2.9,321,6,62,1192,450,5004
21965,1,0,4.3,300,71,29,1336,400,5004
21966,1,0,3.8,234,53,62,195,300,5004
21967,1,0,2.9,254,6,62,1192,400,5004
21968,1,0,3.9,79,71,62,320,500,5004
21969,1,0,3.8,71,53,62,225,200,5004
21970,1,0,4.0,795,22,62,1243,500,5004
21971,1,0,3.9,1246,6,20,1284,500,5004
21972,1,0,4.1,163,6,69,1117,400,5004
21973,1,0,3.6,103,22,62,1231,400,71
21974,1,0,3.8,184,22,62,589,400,3823
21975,1,0,3.4,52,71,62,280,600,5004
21976,1,0,4.0,90,6,62,1585,300,5004
21977,1,0,4.1,167,6,72,1461,600,5004
21978,1,0,4.0,323,22,12,819,250,3694
21979,1,0,3.8,71,53,62,1585,400,5004
21980,1,0,4.0,856,71,29,269,650,5004
21981,1,0,3.2,393,71,62,320,450,5004
21982,1,0,3.6,710,6,20,1519,600,5004
21983,1,0,3.8,137,71,20,1585,400,3769
